,ICD10,ICD10_formatted,PHECODE
31880,,K034,569.0
31881,,K035,569.0
31882,,K036,569.0
31883,,K037,569.0
31884,,K038,569.0
31885,,K039,569.0
31886,,K04,569.0
31887,,K040,569.0
31888,,K041,569.0
31889,,K042,569.0
31890,,K043,569.0
31891,,K044,569.0
31892,,K045,569.0
31893,,K046,569.0
31894,,K047,569.0
31895,,K048,569.0
31896,,K049,569.0
31897,,K05,569.0
31898,,K050,569.0
31899,,K051,569.0
31900,,K052,569.0
31901,,K0522,569.0
31902,,K053,569.0
31903,,K054,569.0
31904,,K055,569.0
31905,,K056,569.0
31906,,K06,569.0
31907,,K060,569.0
31908,,K061,569.0
31909,,K062,569.0
31910,,K068,569.0
31911,,K069,569.0
31912,,K07,569.0
31913,,K070,569.0
31914,,K071,569.0
31915,,K072,569.0
31916,,K073,569.0
31917,,K074,569.0
31918,,K075,569.0
31919,,K076,569.0
31920,,K078,569.0
31921,,K079,569.0
31922,,K08,569.0
31923,,K080,569.0
31924,,K081,569.0
31925,,K082,569.0
31926,,K083,569.0
31927,,K088,569.0
31928,,K089,569.0
31929,,K09,569.0
31930,,K090,569.0
31931,,K091,569.0
31932,,K092,569.0
31933,,K098,569.0
31934,,K099,569.0
31935,,K10,569.0
31936,,K100,569.0
31937,,K101,569.0
31938,,K102,569.0
31939,,K103,569.0
31940,,K108,569.0
31941,,K109,569.0
31942,,K11,569.0
31943,,K110,569.0
31944,,K111,569.0
31945,,K112,569.0
31946,,K113,569.0
31947,,K114,569.0
31948,,K115,569.0
31949,,K116,569.0
31950,,K117,569.0
31951,,K118,569.0
31952,,K119,569.0
31953,,K12,569.0
31954,,K120,569.0
31955,,K121,569.0
31956,,K122,569.0
31957,,K123,569.0
31958,,K13,569.0
31959,,K130,569.0
31960,,K131,569.0
31961,,K132,569.0
31962,,K1329,569.0
31963,,K133,569.0
31964,,K134,569.0
31965,,K135,569.0
31966,,K136,569.0
31967,,K137,569.0
31968,,K14,569.0
31969,,K140,569.0
31970,,K141,569.0
31971,,K142,569.0
31972,,K143,569.0
31973,,K144,569.0
31974,,K145,569.0
31975,,K146,569.0
31976,,K148,569.0
31977,,K149,569.0
31978,,K20,569.0
31979,,K21,569.0
31980,,K210,569.0
31981,,K219,569.0
31982,,K22,569.0
31983,,K220,569.0
31984,,K221,569.0
31985,,K222,569.0
31986,,K223,569.0
31987,,K224,569.0
31988,,K225,569.0
31989,,K226,569.0
31990,,K227,569.0
31991,,K228,569.0
31992,,K229,569.0
31993,,K23,569.0
31994,,K230,569.0
31995,,K231,569.0
31996,,K238,569.0
31997,,K25,569.0
31998,,K250,569.0
31999,,K251,569.0
32000,,K252,569.0
32001,,K253,569.0
32002,,K254,569.0
32003,,K255,569.0
32004,,K256,569.0
32005,,K257,569.0
32006,,K259,569.0
32007,,K26,569.0
32008,,K260,569.0
32009,,K261,569.0
32010,,K262,569.0
32011,,K263,569.0
32012,,K264,569.0
32013,,K265,569.0
32014,,K266,569.0
32015,,K267,569.0
32016,,K269,569.0
32017,,K27,569.0
32018,,K270,569.0
32019,,K271,569.0
32020,,K272,569.0
32021,,K273,569.0
32022,,K274,569.0
32023,,K275,569.0
32024,,K276,569.0
32025,,K277,569.0
32026,,K279,569.0
32027,,K28,569.0
32028,,K280,569.0
32029,,K281,569.0
32030,,K282,569.0
32031,,K283,569.0
32032,,K284,569.0
32033,,K285,569.0
32034,,K286,569.0
32035,,K287,569.0
32036,,K289,569.0
32037,,K29,569.0
32038,,K290,569.0
32039,,K291,569.0
32040,,K292,569.0
32041,,K293,569.0
32042,,K294,569.0
32043,,K295,569.0
32044,,K296,569.0
32045,,K297,569.0
32046,,K298,569.0
32047,,K299,569.0
32048,,K30,569.0
32049,,K31,569.0
32050,,K310,569.0
32051,,K311,569.0
32052,,K312,569.0
32053,,K313,569.0
32054,,K314,569.0
32055,,K315,569.0
32056,,K316,569.0
32057,,K317,569.0
32058,,K318,569.0
32059,,K319,569.0
32060,,K35,569.0
32061,,K350,569.0
32062,,K351,569.0
32063,,K352,569.0
32064,,K353,569.0
32065,,K358,569.0
32066,,K359,569.0
32067,,K36,569.0
32068,,K37,569.0
32069,,K38,569.0
32070,,K380,569.0
32071,,K381,569.0
32072,,K382,569.0
32073,,K383,569.0
32074,,K388,569.0
32075,,K389,569.0
32076,,K40,569.0
32077,,K400,569.0
32078,,K401,569.0
32079,,K402,569.0
32080,,K403,569.0
32081,,K404,569.0
32082,,K409,569.0
32083,,K41,569.0
32084,,K410,569.0
32085,,K411,569.0
32086,,K412,569.0
32087,,K413,569.0
32088,,K414,569.0
32089,,K419,569.0
32090,,K42,569.0
32091,,K420,569.0
32092,,K421,569.0
32093,,K429,569.0
32094,,K43,569.0
32095,,K430,569.0
32096,,K431,569.0
32097,,K432,569.0
32098,,K433,569.0
32099,,K434,569.0
32100,,K435,569.0
32101,,K436,569.0
32102,,K437,569.0
32103,,K439,569.0
32104,,K44,569.0
32105,,K440,569.0
32106,,K441,569.0
32107,,K449,569.0
32108,,K45,569.0
32109,,K450,569.0
32110,,K451,569.0
32111,,K458,569.0
32112,,K46,569.0
32113,,K460,569.0
32114,,K461,569.0
32115,,K469,569.0
32116,,K50,569.0
32117,,K500,569.0
32118,,K501,569.0
32119,,K508,569.0
32120,,K509,569.0
32121,,K51,569.0
32122,,K510,569.0
32123,,K511,569.0
32124,,K512,569.0
32125,,K513,569.0
32126,,K514,569.0
32127,,K515,569.0
32128,,K518,569.0
32129,,K519,569.0
32130,,K52,569.0
32131,,K520,569.0
32132,,K521,569.0
32133,,K522,569.0
32134,,K523,569.0
32135,,K528,569.0
32136,,K529,569.0
32137,,K55,569.0
32138,,K550,569.0
32139,,K551,569.0
32140,,K552,569.0
32141,,K558,569.0
32142,,K559,569.0
32143,,K56,569.0
32144,,K560,569.0
32145,,K561,569.0
32146,,K562,569.0
32147,,K563,569.0
32148,,K564,569.0
32149,,K565,569.0
32150,,K566,569.0
32151,,K567,569.0
32152,,K57,569.0
32153,,K570,569.0
32154,,K571,569.0
32155,,K572,569.0
32156,,K573,569.0
32157,,K574,569.0
32158,,K575,569.0
32159,,K578,569.0
32160,,K579,569.0
32161,,K58,569.0
32162,,K580,569.0
32163,,K589,569.0
32164,,K59,569.0
32165,,K590,569.0
32166,,K591,569.0
32167,,K592,569.0
32168,,K593,569.0
32169,,K594,569.0
32170,,K598,569.0
32171,,K599,569.0
32172,,K60,569.0
32173,,K600,569.0
32174,,K601,569.0
32175,,K602,569.0
32176,,K603,569.0
32177,,K604,569.0
32178,,K605,569.0
32179,,K61,569.0
32180,,K610,569.0
32181,,K611,569.0
32182,,K612,569.0
32183,,K613,569.0
32184,,K614,569.0
32185,,K62,569.0
32186,,K620,569.0
32187,,K621,569.0
32188,,K622,569.0
32189,,K623,569.0
32190,,K624,569.0
32191,,K625,569.0
32192,,K626,569.0
32193,,K627,569.0
32194,,K628,569.0
32195,,K629,569.0
32196,,K63,569.0
32197,,K630,569.0
32198,,K631,569.0
32199,,K632,569.0
32200,,K633,569.0
32201,,K634,569.0
32202,,K635,569.0
32203,,K638,569.0
32204,,K639,569.0
32205,,K64,569.0
32206,,K640,569.0
32207,,K641,569.0
32208,,K642,569.0
32209,,K643,569.0
32210,,K644,569.0
32211,,K645,569.0
32212,,K648,569.0
32213,,K649,569.0
32214,,K65,569.0
32215,,K650,569.0
32216,,K658,569.0
32217,,K659,569.0
32218,,K66,569.0
32219,,K660,569.0
32220,,K661,569.0
32221,,K668,569.0
32222,,K669,569.0
32223,,K67,569.0
32224,,K670,569.0
32225,,K671,569.0
32226,,K672,569.0
32227,,K673,569.0
32228,,K678,569.0
32229,,K70,569.0
32230,,K700,569.0
32231,,K701,569.0
32232,,K702,569.0
32233,,K703,569.0
32234,,K704,569.0
32235,,K709,569.0
32236,,K71,569.0
32237,,K710,569.0
32238,,K711,569.0
32239,,K712,569.0
32240,,K713,569.0
32241,,K714,569.0
32242,,K715,569.0
32243,,K716,569.0
32244,,K717,569.0
32245,,K718,569.0
32246,,K719,569.0
32247,,K72,569.0
32248,,K720,569.0
32249,,K721,569.0
32250,,K729,569.0
32251,,K73,569.0
32252,,K730,569.0
32253,,K731,569.0
32254,,K732,569.0
32255,,K738,569.0
32256,,K739,569.0
32257,,K74,569.0
32258,,K740,569.0
32259,,K741,569.0
32260,,K742,569.0
32261,,K743,569.0
32262,,K744,569.0
32263,,K745,569.0
32264,,K746,569.0
32265,,K75,569.0
32266,,K750,569.0
32267,,K751,569.0
32268,,K752,569.0
32269,,K753,569.0
32270,,K754,569.0
32271,,K758,569.0
32272,,K759,569.0
32273,,K76,569.0
32274,,K760,569.0
32275,,K761,569.0
32276,,K762,569.0
32277,,K763,569.0
32278,,K764,569.0
32279,,K765,569.0
32280,,K766,569.0
32281,,K767,569.0
32282,,K768,569.0
32283,,K769,569.0
32284,,K77,569.0
32285,,K770,569.0
32286,,K778,569.0
32287,,K80,569.0
32288,,K800,569.0
32289,,K801,569.0
32290,,K802,569.0
32291,,K803,569.0
32292,,K8036,569.0
32293,,K804,569.0
32294,,K805,569.0
32295,,K808,569.0
32296,,K81,569.0
32297,,K810,569.0
32298,,K811,569.0
32299,,K818,569.0
32300,,K819,569.0
32301,,K82,569.0
32302,,K820,569.0
32303,,K821,569.0
32304,,K822,569.0
32305,,K823,569.0
32306,,K824,569.0
32307,,K828,569.0
32308,,K829,569.0
32309,,K83,569.0
32310,,K830,569.0
32311,,K831,569.0
32312,,K832,569.0
32313,,K833,569.0
32314,,K834,569.0
32315,,K835,569.0
32316,,K838,569.0
32317,,K839,569.0
32318,,K85,569.0
32319,,K850,569.0
32320,,K851,569.0
32321,,K852,569.0
32322,,K853,569.0
32323,,K858,569.0
32324,,K859,569.0
32325,,K86,569.0
32326,,K860,569.0
32327,,K861,569.0
32328,,K862,569.0
32329,,K863,569.0
32330,,K868,569.0
32331,,K869,569.0
32332,,K87,569.0
32333,,K870,569.0
32334,,K871,569.0
32335,,K90,569.0
32336,,K900,569.0
32337,,K901,569.0
32338,,K902,569.0
32339,,K903,569.0
32340,,K904,569.0
32341,,K908,569.0
32342,,K909,569.0
32343,,K91,569.0
32344,,K910,569.0
32345,,K911,569.0
32346,,K912,569.0
32347,,K913,569.0
32348,,K914,569.0
32349,,K915,569.0
32350,,K918,569.0
32351,,K919,569.0
32352,,K92,569.0
32353,,K920,569.0
32354,,K921,569.0
32355,,K922,569.0
32356,,K928,569.0
32357,,K929,569.0
32358,,K93,569.0
32359,,K930,569.0
32360,,K931,569.0
32361,,K938,569.0
32362,,P80,656.7
32363,,P800,656.7
32364,,P808,656.7
32365,,P809,656.7
32366,,P81,656.7
32367,,P810,656.7
32368,,P818,656.7
32369,,P819,656.7
32370,,P83,656.7
32371,,P830,656.7
32372,,P831,656.7
32373,,P832,656.7
32374,,P833,656.7
32375,,P834,656.7
32376,,P835,656.7
32377,,P836,656.7
32378,,P838,656.7
32379,,P839,656.7
32380,,J10,481.0
32381,,J100,481.0
32382,,J101,481.0
32383,,J108,481.0
32384,,J11,481.0
32385,,J110,481.0
32386,,J111,481.0
32387,,J118,481.0
32388,,J12,481.0
32389,,J120,481.0
32390,,J121,481.0
32391,,J122,481.0
32392,,J123,481.0
32393,,J128,481.0
32394,,J129,481.0
32395,,J13,481.0
32396,,J14,481.0
32397,,J15,481.0
32398,,J150,481.0
32399,,J151,481.0
32400,,J152,481.0
32401,,J153,481.0
32402,,J154,481.0
32403,,J155,481.0
32404,,J156,481.0
32405,,J157,481.0
32406,,J158,481.0
32407,,J159,481.0
32408,,J16,481.0
32409,,J160,481.0
32410,,J168,481.0
32411,,J17,481.0
32412,,J170,481.0
32413,,J171,481.0
32414,,J172,481.0
32415,,J173,481.0
32416,,J178,481.0
32417,,J18,481.0
32418,,J180,481.0
32419,,J181,481.0
32420,,J182,481.0
32421,,J188,481.0
32422,,J189,481.0
32423,,T20,1000.0
32424,,T200,1000.0
32425,,T201,1000.0
32426,,T202,1000.0
32427,,T203,1000.0
32428,,T204,1000.0
32429,,T205,1000.0
32430,,T206,1000.0
32431,,T207,1000.0
32432,,T21,1000.0
32433,,T210,1000.0
32434,,T211,1000.0
32435,,T212,1000.0
32436,,T213,1000.0
32437,,T214,1000.0
32438,,T215,1000.0
32439,,T216,1000.0
32440,,T217,1000.0
32441,,T22,1000.0
32442,,T220,1000.0
32443,,T221,1000.0
32444,,T222,1000.0
32445,,T223,1000.0
32446,,T224,1000.0
32447,,T225,1000.0
32448,,T226,1000.0
32449,,T227,1000.0
32450,,T23,1000.0
32451,,T230,1000.0
32452,,T231,1000.0
32453,,T232,1000.0
32454,,T233,1000.0
32455,,T234,1000.0
32456,,T235,1000.0
32457,,T236,1000.0
32458,,T237,1000.0
32459,,T24,1000.0
32460,,T240,1000.0
32461,,T241,1000.0
32462,,T242,1000.0
32463,,T243,1000.0
32464,,T244,1000.0
32465,,T245,1000.0
32466,,T246,1000.0
32467,,T247,1000.0
32468,,T25,1000.0
32469,,T250,1000.0
32470,,T251,1000.0
32471,,T252,1000.0
32472,,T253,1000.0
32473,,T254,1000.0
32474,,T255,1000.0
32475,,T256,1000.0
32476,,T257,1000.0
32477,,N25,586.0
32478,,N250,586.0
32479,,N251,586.0
32480,,N258,586.0
32481,,N259,586.0
32482,,N26,586.0
32483,,N27,586.0
32484,,N270,586.0
32485,,N271,586.0
32486,,N279,586.0
32487,,N28,586.0
32488,,N280,586.0
32489,,N281,586.0
32490,,N288,586.0
32491,,N289,586.0
32492,,N29,586.0
32493,,N290,586.0
32494,,N291,586.0
32495,,N298,586.0
32496,,F90,313.0
32497,,F900,313.0
32498,,F901,313.0
32499,,F908,313.0
32500,,F909,313.0
32501,,F91,313.0
32502,,F910,313.0
32503,,F911,313.0
32504,,F912,313.0
32505,,F913,313.0
32506,,F918,313.0
32507,,F919,313.0
32508,,F92,313.0
32509,,F920,313.0
32510,,F928,313.0
32511,,F929,313.0
32512,,F93,313.0
32513,,F930,313.0
32514,,F931,313.0
32515,,F932,313.0
32516,,F933,313.0
32517,,F938,313.0
32518,,F939,313.0
32519,,F94,313.0
32520,,F940,313.0
32521,,F941,313.0
32522,,F942,313.0
32523,,F948,313.0
32524,,F949,313.0
32525,,F95,313.0
32526,,F950,313.0
32527,,F951,313.0
32528,,F952,313.0
32529,,F958,313.0
32530,,F959,313.0
32531,,F98,313.0
32532,,F980,313.0
32533,,F981,313.0
32534,,F982,313.0
32535,,F983,313.0
32536,,F984,313.0
32537,,F985,313.0
32538,,F986,313.0
32539,,F988,313.0
32540,,F989,313.0
32541,,G20,333.0
32542,,G21,333.0
32543,,G210,333.0
32544,,G211,333.0
32545,,G212,333.0
32546,,G213,333.0
32547,,G214,333.0
32548,,G218,333.0
32549,,G219,333.0
32550,,G22,333.0
32551,,G23,333.0
32552,,G230,333.0
32553,,G231,333.0
32554,,G232,333.0
32555,,G233,333.0
32556,,G238,333.0
32557,,G239,333.0
32558,,G24,333.0
32559,,G240,333.0
32560,,G241,333.0
32561,,G242,333.0
32562,,G243,333.0
32563,,G244,333.0
32564,,G245,333.0
32565,,G248,333.0
32566,,G249,333.0
32567,,G25,333.0
32568,,G250,333.0
32569,,G251,333.0
32570,,G252,333.0
32571,,G253,333.0
32572,,G254,333.0
32573,,G255,333.0
32574,,G256,333.0
32575,,G258,333.0
32576,,G259,333.0
32577,,G26,333.0
32578,,P00,658.0
32579,,P000,658.0
32580,,P001,658.0
32581,,P002,658.0
32582,,P003,658.0
32583,,P004,658.0
32584,,P005,658.0
32585,,P006,658.0
32586,,P007,658.0
32587,,P008,658.0
32588,,P009,658.0
32589,,P01,658.0
32590,,P010,658.0
32591,,P011,658.0
32592,,P012,658.0
32593,,P013,658.0
32594,,P014,658.0
32595,,P015,658.0
32596,,P016,658.0
32597,,P017,658.0
32598,,P018,658.0
32599,,P019,658.0
32600,,P02,658.0
32601,,P020,658.0
32602,,P021,658.0
32603,,P022,658.0
32604,,P023,658.0
32605,,P024,658.0
32606,,P025,658.0
32607,,P026,658.0
32608,,P027,658.0
32609,,P028,658.0
32610,,P029,658.0
32611,,P03,658.0
32612,,P030,658.0
32613,,P031,658.0
32614,,P032,658.0
32615,,P033,658.0
32616,,P034,658.0
32617,,P035,658.0
32618,,P036,658.0
32619,,P038,658.0
32620,,P039,658.0
32621,,P04,658.0
32622,,P040,658.0
32623,,P041,658.0
32624,,P042,658.0
32625,,P043,658.0
32626,,P044,658.0
32627,,P045,658.0
32628,,P046,658.0
32629,,P048,658.0
32630,,P049,658.0
32631,,P05,658.0
32632,,P050,658.0
32633,,P051,658.0
32634,,P052,658.0
32635,,P059,658.0
32636,,P07,658.0
32637,,P070,658.0
32638,,P071,658.0
32639,,P072,658.0
32640,,P073,658.0
32641,,P08,658.0
32642,,P080,658.0
32643,,P081,658.0
32644,,P082,658.0
32645,,P10,658.0
32646,,P100,658.0
32647,,P101,658.0
32648,,P102,658.0
32649,,P103,658.0
32650,,P104,658.0
32651,,P108,658.0
32652,,P109,658.0
32653,,P11,658.0
32654,,P110,658.0
32655,,P111,658.0
32656,,P112,658.0
32657,,P113,658.0
32658,,P114,658.0
32659,,P115,658.0
32660,,P119,658.0
32661,,P12,658.0
32662,,P120,658.0
32663,,P121,658.0
32664,,P122,658.0
32665,,P123,658.0
32666,,P124,658.0
32667,,P128,658.0
32668,,P129,658.0
32669,,P13,658.0
32670,,P130,658.0
32671,,P131,658.0
32672,,P132,658.0
32673,,P133,658.0
32674,,P134,658.0
32675,,P138,658.0
32676,,P139,658.0
32677,,P14,658.0
32678,,P140,658.0
32679,,P141,658.0
32680,,P142,658.0
32681,,P143,658.0
32682,,P148,658.0
32683,,P149,658.0
32684,,P15,658.0
32685,,P150,658.0
32686,,P151,658.0
32687,,P152,658.0
32688,,P153,658.0
32689,,P154,658.0
32690,,P155,658.0
32691,,P156,658.0
32692,,P158,658.0
32693,,P159,658.0
32694,,P20,658.0
32695,,P200,658.0
32696,,P201,658.0
32697,,P209,658.0
32698,,P21,658.0
32699,,P210,658.0
32700,,P211,658.0
32701,,P219,658.0
32702,,P22,658.0
32703,,P220,658.0
32704,,P221,658.0
32705,,P228,658.0
32706,,P229,658.0
32707,,P23,658.0
32708,,P230,658.0
32709,,P231,658.0
32710,,P232,658.0
32711,,P233,658.0
32712,,P234,658.0
32713,,P235,658.0
32714,,P236,658.0
32715,,P238,658.0
32716,,P239,658.0
32717,,P24,658.0
32718,,P240,658.0
32719,,P241,658.0
32720,,P242,658.0
32721,,P243,658.0
32722,,P248,658.0
32723,,P249,658.0
32724,,P25,658.0
32725,,P250,658.0
32726,,P251,658.0
32727,,P252,658.0
32728,,P253,658.0
32729,,P258,658.0
32730,,P26,658.0
32731,,P260,658.0
32732,,P261,658.0
32733,,P268,658.0
32734,,P269,658.0
32735,,P27,658.0
32736,,P270,658.0
32737,,P271,658.0
32738,,P278,658.0
32739,,P279,658.0
32740,,P28,658.0
32741,,P280,658.0
32742,,P281,658.0
32743,,P282,658.0
32744,,P283,658.0
32745,,P284,658.0
32746,,P285,658.0
32747,,P288,658.0
32748,,P289,658.0
32749,,P29,658.0
32750,,P290,658.0
32751,,P291,658.0
32752,,P292,658.0
32753,,P293,658.0
32754,,P294,658.0
32755,,P298,658.0
32756,,P299,658.0
32757,,P35,658.0
32758,,P350,658.0
32759,,P351,658.0
32760,,P352,658.0
32761,,P353,658.0
32762,,P358,658.0
32763,,P359,658.0
32764,,P36,658.0
32765,,P360,658.0
32766,,P361,658.0
32767,,P362,658.0
32768,,P363,658.0
32769,,P364,658.0
32770,,P365,658.0
32771,,P368,658.0
32772,,P369,658.0
32773,,P37,658.0
32774,,P370,658.0
32775,,P371,658.0
32776,,P372,658.0
32777,,P373,658.0
32778,,P374,658.0
32779,,P375,658.0
32780,,P378,658.0
32781,,P379,658.0
32782,,P38,658.0
32783,,P39,658.0
32784,,P390,658.0
32785,,P391,658.0
32786,,P392,658.0
32787,,P393,658.0
32788,,P394,658.0
32789,,P398,658.0
32790,,P399,658.0
32791,,P50,658.0
32792,,P500,658.0
32793,,P501,658.0
32794,,P502,658.0
32795,,P503,658.0
32796,,P504,658.0
32797,,P505,658.0
32798,,P508,658.0
32799,,P509,658.0
32800,,P51,658.0
32801,,P510,658.0
32802,,P518,658.0
32803,,P519,658.0
32804,,P52,658.0
32805,,P520,658.0
32806,,P521,658.0
32807,,P522,658.0
32808,,P523,658.0
32809,,P524,658.0
32810,,P525,658.0
32811,,P526,658.0
32812,,P528,658.0
32813,,P529,658.0
32814,,P53,658.0
32815,,P54,658.0
32816,,P540,658.0
32817,,P541,658.0
32818,,P542,658.0
32819,,P543,658.0
32820,,P544,658.0
32821,,P545,658.0
32822,,P546,658.0
32823,,P548,658.0
32824,,P549,658.0
32825,,P55,658.0
32826,,P550,658.0
32827,,P551,658.0
32828,,P558,658.0
32829,,P559,658.0
32830,,P56,658.0
32831,,P560,658.0
32832,,P569,658.0
32833,,P57,658.0
32834,,P570,658.0
32835,,P578,658.0
32836,,P579,658.0
32837,,P58,658.0
32838,,P580,658.0
32839,,P581,658.0
32840,,P582,658.0
32841,,P583,658.0
32842,,P584,658.0
32843,,P585,658.0
32844,,P588,658.0
32845,,P589,658.0
32846,,P59,658.0
32847,,P590,658.0
32848,,P591,658.0
32849,,P592,658.0
32850,,P593,658.0
32851,,P598,658.0
32852,,P599,658.0
32853,,P60,658.0
32854,,P61,658.0
32855,,P610,658.0
32856,,P611,658.0
32857,,P612,658.0
32858,,P613,658.0
32859,,P614,658.0
32860,,P615,658.0
32861,,P616,658.0
32862,,P618,658.0
32863,,P619,658.0
32864,,P70,658.0
32865,,P700,658.0
32866,,P701,658.0
32867,,P702,658.0
32868,,P703,658.0
32869,,P704,658.0
32870,,P708,658.0
32871,,P709,658.0
32872,,P71,658.0
32873,,P710,658.0
32874,,P711,658.0
32875,,P712,658.0
32876,,P713,658.0
32877,,P714,658.0
32878,,P718,658.0
32879,,P719,658.0
32880,,P72,658.0
32881,,P720,658.0
32882,,P721,658.0
32883,,P722,658.0
32884,,P728,658.0
32885,,P729,658.0
32886,,P74,658.0
32887,,P740,658.0
32888,,P741,658.0
32889,,P742,658.0
32890,,P743,658.0
32891,,P744,658.0
32892,,P745,658.0
32893,,P748,658.0
32894,,P749,658.0
32895,,P75,658.0
32896,,P76,658.0
32897,,P760,658.0
32898,,P761,658.0
32899,,P762,658.0
32900,,P768,658.0
32901,,P769,658.0
32902,,P77,658.0
32903,,P78,658.0
32904,,P780,658.0
32905,,P781,658.0
32906,,P782,658.0
32907,,P783,658.0
32908,,P788,658.0
32909,,P789,658.0
32910,,P80,658.0
32911,,P800,658.0
32912,,P808,658.0
32913,,P809,658.0
32914,,P81,658.0
32915,,P810,658.0
32916,,P818,658.0
32917,,P819,658.0
32918,,P83,658.0
32919,,P830,658.0
32920,,P831,658.0
32921,,P832,658.0
32922,,P833,658.0
32923,,P834,658.0
32924,,P835,658.0
32925,,P836,658.0
32926,,P838,658.0
32927,,P839,658.0
32928,,P90,658.0
32929,,P91,658.0
32930,,P910,658.0
32931,,P911,658.0
32932,,P912,658.0
32933,,P913,658.0
32934,,P914,658.0
32935,,P915,658.0
32936,,P916,658.0
32937,,P917,658.0
32938,,P918,658.0
32939,,P919,658.0
32940,,P92,658.0
32941,,P920,658.0
32942,,P921,658.0
32943,,P922,658.0
32944,,P923,658.0
32945,,P924,658.0
32946,,P925,658.0
32947,,P928,658.0
32948,,P929,658.0
32949,,P93,658.0
32950,,P94,658.0
32951,,P940,658.0
32952,,P941,658.0
32953,,P942,658.0
32954,,P948,658.0
32955,,P949,658.0
32956,,P95,658.0
32957,,P96,658.0
32958,,P960,658.0
32959,,P961,658.0
32960,,P962,658.0
32961,,P963,658.0
32962,,P964,658.0
32963,,P965,658.0
32964,,P968,658.0
32965,,P969,658.0
32966,,C69,190.0
32967,,C690,190.0
32968,,C691,190.0
32969,,C692,190.0
32970,,C693,190.0
32971,,C694,190.0
32972,,C695,190.0
32973,,C696,190.0
32974,,C698,190.0
32975,,C699,190.0
32976,,C70,190.0
32977,,C700,190.0
32978,,C701,190.0
32979,,C709,190.0
32980,,C71,190.0
32981,,C710,190.0
32982,,C711,190.0
32983,,C712,190.0
32984,,C713,190.0
32985,,C714,190.0
32986,,C715,190.0
32987,,C716,190.0
32988,,C717,190.0
32989,,C718,190.0
32990,,C719,190.0
32991,,C72,190.0
32992,,C720,190.0
32993,,C721,190.0
32994,,C722,190.0
32995,,C723,190.0
32996,,C724,190.0
32997,,C725,190.0
32998,,C728,190.0
